"","REF_DATE","City","Province","VALUE","covid"
"711",2018-12-01,"Thunder Bay","ON",135.9,"Pre-COVID"
"712",2019-01-01,"Thunder Bay","ON",128.4,"Pre-COVID"
"713",2019-02-01,"Thunder Bay","ON",128.3,"Pre-COVID"
"714",2019-03-01,"Thunder Bay","ON",133.8,"Pre-COVID"
"715",2019-04-01,"Thunder Bay","ON",143.1,"Pre-COVID"
"716",2019-05-01,"Thunder Bay","ON",142.4,"Pre-COVID"
"717",2019-06-01,"Thunder Bay","ON",137.2,"Pre-COVID"
"718",2019-07-01,"Thunder Bay","ON",133.1,"Pre-COVID"
"719",2019-08-01,"Thunder Bay","ON",132,"Pre-COVID"
"720",2019-09-01,"Thunder Bay","ON",131.6,"Pre-COVID"
"721",2019-10-01,"Thunder Bay","ON",139.9,"Pre-COVID"
"722",2019-11-01,"Thunder Bay","ON",136.1,"Pre-COVID"
"723",2019-12-01,"Thunder Bay","ON",140.2,"Pre-COVID"
"724",2020-01-01,"Thunder Bay","ON",140.9,"Pre-COVID"
"725",2020-02-01,"Thunder Bay","ON",135,"Pre-COVID"
"726",2020-03-01,"Thunder Bay","ON",129,"COVID"
"727",2020-04-01,"Thunder Bay","ON",118.5,"COVID"
"728",2020-05-01,"Thunder Bay","ON",110.4,"COVID"
"729",2020-06-01,"Thunder Bay","ON",112.3,"COVID"
"730",2020-07-01,"Thunder Bay","ON",116.5,"COVID"
"731",2020-08-01,"Thunder Bay","ON",115.6,"COVID"
"732",2020-09-01,"Thunder Bay","ON",115.3,"COVID"
"733",2020-10-01,"Thunder Bay","ON",120.9,"COVID"
"734",2020-11-01,"Thunder Bay","ON",118.7,"COVID"
"735",2020-12-01,"Thunder Bay","ON",121.7,"COVID"
"736",2021-01-01,"Thunder Bay","ON",128.1,"COVID"
"737",2021-02-01,"Thunder Bay","ON",130,"COVID"
"738",2021-03-01,"Thunder Bay","ON",133.8,"COVID"
"739",2021-04-01,"Thunder Bay","ON",139.6,"COVID"
"740",2021-05-01,"Thunder Bay","ON",140,"COVID"
"741",2021-06-01,"Thunder Bay","ON",141.1,"COVID"
"742",2021-07-01,"Thunder Bay","ON",141.5,"COVID"
"743",2021-08-01,"Thunder Bay","ON",140.8,"COVID"
"744",2021-09-01,"Thunder Bay","ON",142.6,"COVID"
"745",2021-10-01,"Thunder Bay","ON",153.7,"COVID"
"746",2021-11-01,"Thunder Bay","ON",153.4,"COVID"
"747",2021-12-01,"Thunder Bay","ON",154.5,"COVID"
"748",2022-01-01,"Thunder Bay","ON",163.5,"COVID"
"749",2022-02-01,"Thunder Bay","ON",173.3,"COVID"
"750",2022-03-01,"Thunder Bay","ON",201.6,"COVID"
"751",2022-04-01,"Thunder Bay","ON",208.2,"COVID"
"752",2022-05-01,"Thunder Bay","ON",232.4,"COVID"
"753",2022-06-01,"Thunder Bay","ON",243,"COVID"
"754",2022-07-01,"Thunder Bay","ON",223.7,"COVID"
"755",2022-08-01,"Thunder Bay","ON",206.8,"Post-COVID"
"756",2022-09-01,"Thunder Bay","ON",215.9,"Post-COVID"
"757",2022-10-01,"Thunder Bay","ON",229.8,"Post-COVID"
"758",2022-11-01,"Thunder Bay","ON",236.7,"Post-COVID"
"759",2022-12-01,"Thunder Bay","ON",221.3,"Post-COVID"
"760",2023-01-01,"Thunder Bay","ON",213.2,"Post-COVID"
"761",2023-02-01,"Thunder Bay","ON",198.4,"Post-COVID"
"762",2023-03-01,"Thunder Bay","ON",182.8,"Post-COVID"
"763",2023-04-01,"Thunder Bay","ON",178.9,"Post-COVID"
"764",2023-05-01,"Thunder Bay","ON",179.3,"Post-COVID"
"765",2023-06-01,"Thunder Bay","ON",176.9,"Post-COVID"
"766",2023-07-01,"Thunder Bay","ON",174,"Post-COVID"
"767",2023-08-01,"Thunder Bay","ON",183.4,"Post-COVID"
"768",2023-09-01,"Thunder Bay","ON",207.9,"Post-COVID"
"769",2023-10-01,"Thunder Bay","ON",196.6,"Post-COVID"
"770",2023-11-01,"Thunder Bay","ON",204.2,"Post-COVID"
"771",2023-12-01,"Thunder Bay","ON",176.6,"Post-COVID"
"772",2024-01-01,"Thunder Bay","ON",154.4,"Post-COVID"
"773",2024-02-01,"Thunder Bay","ON",171,"Post-COVID"
"774",2024-03-01,"Thunder Bay","ON",175.5,"Post-COVID"
"775",2024-04-01,"Thunder Bay","ON",168.7,"Post-COVID"
"776",2024-05-01,"Thunder Bay","ON",157.4,"Post-COVID"
"777",2024-06-01,"Thunder Bay","ON",156.2,"Post-COVID"
"778",2024-07-01,"Thunder Bay","ON",170.2,"Post-COVID"
"779",2024-08-01,"Thunder Bay","ON",166.9,"Post-COVID"
"780",2024-09-01,"Thunder Bay","ON",156.8,"Post-COVID"
"781",2024-10-01,"Thunder Bay","ON",161.2,"Post-COVID"
"782",2024-11-01,"Thunder Bay","ON",149.9,"Post-COVID"
"783",2024-12-01,"Thunder Bay","ON",147,"Post-COVID"
"784",2017-10-01,"Winnipeg","MB",102.7,"Pre-COVID"
"785",2017-11-01,"Winnipeg","MB",112.1,"Pre-COVID"
"786",2017-12-01,"Winnipeg","MB",110.3,"Pre-COVID"
"787",2018-01-01,"Winnipeg","MB",113.6,"Pre-COVID"
"788",2018-02-01,"Winnipeg","MB",112.5,"Pre-COVID"
"789",2018-03-01,"Winnipeg","MB",110.9,"Pre-COVID"
"790",2018-04-01,"Winnipeg","MB",111.4,"Pre-COVID"
"791",2018-05-01,"Winnipeg","MB",116.5,"Pre-COVID"
"792",2018-06-01,"Winnipeg","MB",120.6,"Pre-COVID"
"793",2018-07-01,"Winnipeg","MB",118,"Pre-COVID"
"794",2018-08-01,"Winnipeg","MB",117.5,"Pre-COVID"
"795",2018-09-01,"Winnipeg","MB",122,"Pre-COVID"
"796",2018-10-01,"Winnipeg","MB",127.7,"Pre-COVID"
"797",2018-11-01,"Winnipeg","MB",122.9,"Pre-COVID"
"798",2018-12-01,"Winnipeg","MB",110.9,"Pre-COVID"
"799",2019-01-01,"Winnipeg","MB",99.7,"Pre-COVID"
"800",2019-02-01,"Winnipeg","MB",110.5,"Pre-COVID"
"801",2019-03-01,"Winnipeg","MB",114.8,"Pre-COVID"
"802",2019-04-01,"Winnipeg","MB",122.6,"Pre-COVID"
"803",2019-05-01,"Winnipeg","MB",121.2,"Pre-COVID"
"804",2019-06-01,"Winnipeg","MB",107.6,"Pre-COVID"
"805",2019-07-01,"Winnipeg","MB",109.7,"Pre-COVID"
"806",2019-08-01,"Winnipeg","MB",109.2,"Pre-COVID"
"807",2019-09-01,"Winnipeg","MB",110.2,"Pre-COVID"
"808",2019-10-01,"Winnipeg","MB",118.8,"Pre-COVID"
"809",2019-11-01,"Winnipeg","MB",125,"Pre-COVID"
"810",2019-12-01,"Winnipeg","MB",125.9,"Pre-COVID"
"811",2020-01-01,"Winnipeg","MB",121.1,"Pre-COVID"
"812",2020-02-01,"Winnipeg","MB",108.9,"Pre-COVID"
"813",2020-03-01,"Winnipeg","MB",104,"COVID"
"814",2020-04-01,"Winnipeg","MB",89.8,"COVID"
"815",2020-05-01,"Winnipeg","MB",79.4,"COVID"
"816",2020-06-01,"Winnipeg","MB",86.5,"COVID"
"817",2020-07-01,"Winnipeg","MB",93.1,"COVID"
"818",2020-08-01,"Winnipeg","MB",90.8,"COVID"
"819",2020-09-01,"Winnipeg","MB",89.2,"COVID"
"820",2020-10-01,"Winnipeg","MB",93,"COVID"
"821",2020-11-01,"Winnipeg","MB",96.7,"COVID"
"822",2020-12-01,"Winnipeg","MB",97.2,"COVID"
"823",2021-01-01,"Winnipeg","MB",105.6,"COVID"
"824",2021-02-01,"Winnipeg","MB",110.7,"COVID"
"825",2021-03-01,"Winnipeg","MB",115.2,"COVID"
"826",2021-04-01,"Winnipeg","MB",112,"COVID"
"827",2021-05-01,"Winnipeg","MB",116.9,"COVID"
"828",2021-06-01,"Winnipeg","MB",116,"COVID"
"829",2021-07-01,"Winnipeg","MB",115.8,"COVID"
"830",2021-08-01,"Winnipeg","MB",115.9,"COVID"
"831",2021-09-01,"Winnipeg","MB",121.7,"COVID"
"832",2021-10-01,"Winnipeg","MB",134.6,"COVID"
"833",2021-11-01,"Winnipeg","MB",130,"COVID"
"834",2021-12-01,"Winnipeg","MB",123.9,"COVID"
"835",2022-01-01,"Winnipeg","MB",133.6,"COVID"
"836",2022-02-01,"Winnipeg","MB",145.5,"COVID"
"837",2022-03-01,"Winnipeg","MB",171.4,"COVID"
"838",2022-04-01,"Winnipeg","MB",183.1,"COVID"
"839",2022-05-01,"Winnipeg","MB",185.5,"COVID"
"840",2022-06-01,"Winnipeg","MB",191.2,"COVID"
"841",2022-07-01,"Winnipeg","MB",186.8,"COVID"
"842",2022-08-01,"Winnipeg","MB",174,"Post-COVID"
"843",2022-09-01,"Winnipeg","MB",178.3,"Post-COVID"
"844",2022-10-01,"Winnipeg","MB",207.7,"Post-COVID"
"845",2022-11-01,"Winnipeg","MB",204.9,"Post-COVID"
"846",2022-12-01,"Winnipeg","MB",180.4,"Post-COVID"
"847",2023-01-01,"Winnipeg","MB",172.7,"Post-COVID"
"848",2023-02-01,"Winnipeg","MB",158.8,"Post-COVID"
"849",2023-03-01,"Winnipeg","MB",153.7,"Post-COVID"
"850",2023-04-01,"Winnipeg","MB",151.8,"Post-COVID"
"851",2023-05-01,"Winnipeg","MB",141.8,"Post-COVID"
"852",2023-06-01,"Winnipeg","MB",142.6,"Post-COVID"
"853",2023-07-01,"Winnipeg","MB",139.2,"Post-COVID"
"854",2023-08-01,"Winnipeg","MB",154.6,"Post-COVID"
"855",2023-09-01,"Winnipeg","MB",165.6,"Post-COVID"
"856",2023-10-01,"Winnipeg","MB",169.5,"Post-COVID"
"857",2023-11-01,"Winnipeg","MB",160.9,"Post-COVID"
"858",2023-12-01,"Winnipeg","MB",154.7,"Post-COVID"
"859",2024-01-01,"Winnipeg","MB",139.1,"Post-COVID"
"860",2024-02-01,"Winnipeg","MB",142.3,"Post-COVID"
"861",2024-03-01,"Winnipeg","MB",133.4,"Post-COVID"
"862",2024-04-01,"Winnipeg","MB",139.3,"Post-COVID"
"863",2024-05-01,"Winnipeg","MB",130,"Post-COVID"
"864",2024-06-01,"Winnipeg","MB",128.4,"Post-COVID"
"865",2024-07-01,"Winnipeg","MB",139.7,"Post-COVID"
"866",2024-08-01,"Winnipeg","MB",136,"Post-COVID"
"867",2024-09-01,"Winnipeg","MB",128.8,"Post-COVID"
"868",2024-10-01,"Winnipeg","MB",133.6,"Post-COVID"
"869",2024-11-01,"Winnipeg","MB",131.3,"Post-COVID"
"870",2024-12-01,"Winnipeg","MB",125.9,"Post-COVID"
"871",2017-10-01,"Regina","SK",99.8,"Pre-COVID"
"872",2017-11-01,"Regina","SK",108.7,"Pre-COVID"
"873",2017-12-01,"Regina","SK",106.1,"Pre-COVID"
"874",2018-01-01,"Regina","SK",110.8,"Pre-COVID"
"875",2018-02-01,"Regina","SK",107.1,"Pre-COVID"
"876",2018-03-01,"Regina","SK",105,"Pre-COVID"
"877",2018-04-01,"Regina","SK",106.6,"Pre-COVID"
"878",2018-05-01,"Regina","SK",115,"Pre-COVID"
"879",2018-06-01,"Regina","SK",119.1,"Pre-COVID"
"880",2018-07-01,"Regina","SK",118.6,"Pre-COVID"
"881",2018-08-01,"Regina","SK",117.5,"Pre-COVID"
"882",2018-09-01,"Regina","SK",119.1,"Pre-COVID"
"883",2018-10-01,"Regina","SK",124.7,"Pre-COVID"
"884",2018-11-01,"Regina","SK",122.3,"Pre-COVID"
"885",2018-12-01,"Regina","SK",113.3,"Pre-COVID"
"886",2019-01-01,"Regina","SK",108.9,"Pre-COVID"
"887",2019-02-01,"Regina","SK",91.1,"Pre-COVID"
"888",2019-03-01,"Regina","SK",110.2,"Pre-COVID"
"889",2019-04-01,"Regina","SK",117.9,"Pre-COVID"
"890",2019-05-01,"Regina","SK",117.9,"Pre-COVID"
"891",2019-06-01,"Regina","SK",110.2,"Pre-COVID"
"892",2019-07-01,"Regina","SK",111.2,"Pre-COVID"
"893",2019-08-01,"Regina","SK",109.2,"Pre-COVID"
"894",2019-09-01,"Regina","SK",110.7,"Pre-COVID"
"895",2019-10-01,"Regina","SK",117,"Pre-COVID"
"896",2019-11-01,"Regina","SK",119.6,"Pre-COVID"
"897",2019-12-01,"Regina","SK",122.3,"Pre-COVID"
"898",2020-01-01,"Regina","SK",119.6,"Pre-COVID"
"899",2020-02-01,"Regina","SK",93.5,"Pre-COVID"
"900",2020-03-01,"Regina","SK",100.7,"COVID"
"901",2020-04-01,"Regina","SK",89.5,"COVID"
"902",2020-05-01,"Regina","SK",81.1,"COVID"
"903",2020-06-01,"Regina","SK",90.2,"COVID"
"904",2020-07-01,"Regina","SK",91.3,"COVID"
"905",2020-08-01,"Regina","SK",93.9,"COVID"
"906",2020-09-01,"Regina","SK",85,"COVID"
"907",2020-10-01,"Regina","SK",90.1,"COVID"
"908",2020-11-01,"Regina","SK",94.4,"COVID"
"909",2020-12-01,"Regina","SK",98.6,"COVID"
"910",2021-01-01,"Regina","SK",98.1,"COVID"
"911",2021-02-01,"Regina","SK",104.9,"COVID"
"912",2021-03-01,"Regina","SK",113.9,"COVID"
"913",2021-04-01,"Regina","SK",109.6,"COVID"
"914",2021-05-01,"Regina","SK",114.9,"COVID"
"915",2021-06-01,"Regina","SK",114.2,"COVID"
"916",2021-07-01,"Regina","SK",109.1,"COVID"
"917",2021-08-01,"Regina","SK",111.9,"COVID"
"918",2021-09-01,"Regina","SK",112.8,"COVID"
"919",2021-10-01,"Regina","SK",127.7,"COVID"
"920",2021-11-01,"Regina","SK",124.1,"COVID"
"921",2021-12-01,"Regina","SK",126.3,"COVID"
"922",2022-01-01,"Regina","SK",130.8,"COVID"
"923",2022-02-01,"Regina","SK",139.4,"COVID"
"924",2022-03-01,"Regina","SK",166.5,"COVID"
"925",2022-04-01,"Regina","SK",161.5,"COVID"
"926",2022-05-01,"Regina","SK",191.3,"COVID"
"927",2022-06-01,"Regina","SK",197.1,"COVID"
"928",2022-07-01,"Regina","SK",188.7,"COVID"
"929",2022-08-01,"Regina","SK",171.4,"Post-COVID"
"930",2022-09-01,"Regina","SK",185,"Post-COVID"
"931",2022-10-01,"Regina","SK",190.3,"Post-COVID"
"932",2022-11-01,"Regina","SK",206.5,"Post-COVID"
"933",2022-12-01,"Regina","SK",194.5,"Post-COVID"
"934",2023-01-01,"Regina","SK",181.3,"Post-COVID"
"935",2023-02-01,"Regina","SK",177.1,"Post-COVID"
"936",2023-03-01,"Regina","SK",173.5,"Post-COVID"
"937",2023-04-01,"Regina","SK",163.1,"Post-COVID"
"938",2023-05-01,"Regina","SK",175.7,"Post-COVID"
"939",2023-06-01,"Regina","SK",166.8,"Post-COVID"
"940",2023-07-01,"Regina","SK",173.6,"Post-COVID"
"941",2023-08-01,"Regina","SK",189.4,"Post-COVID"
"942",2023-09-01,"Regina","SK",187.8,"Post-COVID"
"943",2023-10-01,"Regina","SK",186.8,"Post-COVID"
"944",2023-11-01,"Regina","SK",170.2,"Post-COVID"
"945",2023-12-01,"Regina","SK",159.4,"Post-COVID"
"946",2024-01-01,"Regina","SK",143.1,"Post-COVID"
"947",2024-02-01,"Regina","SK",151.6,"Post-COVID"
"948",2024-03-01,"Regina","SK",158.4,"Post-COVID"
"949",2024-04-01,"Regina","SK",144.7,"Post-COVID"
"950",2024-05-01,"Regina","SK",136,"Post-COVID"
"951",2024-06-01,"Regina","SK",143.7,"Post-COVID"
"952",2024-07-01,"Regina","SK",139.3,"Post-COVID"
"953",2024-08-01,"Regina","SK",134.5,"Post-COVID"
"954",2024-09-01,"Regina","SK",134.2,"Post-COVID"
"955",2024-10-01,"Regina","SK",136.7,"Post-COVID"
"956",2024-11-01,"Regina","SK",121.5,"Post-COVID"
"957",2024-12-01,"Regina","SK",125.7,"Post-COVID"
"958",2017-10-01,"Saskatoon","SK",96.2,"Pre-COVID"
"959",2017-11-01,"Saskatoon","SK",106.2,"Pre-COVID"
"960",2017-12-01,"Saskatoon","SK",105.3,"Pre-COVID"
"961",2018-01-01,"Saskatoon","SK",109,"Pre-COVID"
"962",2018-02-01,"Saskatoon","SK",106.9,"Pre-COVID"
"963",2018-03-01,"Saskatoon","SK",106.1,"Pre-COVID"
"964",2018-04-01,"Saskatoon","SK",102,"Pre-COVID"
"965",2018-05-01,"Saskatoon","SK",111.4,"Pre-COVID"
"966",2018-06-01,"Saskatoon","SK",115.7,"Pre-COVID"
"967",2018-07-01,"Saskatoon","SK",113,"Pre-COVID"
"968",2018-08-01,"Saskatoon","SK",110.3,"Pre-COVID"
"969",2018-09-01,"Saskatoon","SK",112.9,"Pre-COVID"
"970",2018-10-01,"Saskatoon","SK",119.9,"Pre-COVID"
"971",2018-11-01,"Saskatoon","SK",117.6,"Pre-COVID"
"972",2018-12-01,"Saskatoon","SK",108.1,"Pre-COVID"
"973",2019-01-01,"Saskatoon","SK",98.1,"Pre-COVID"
"974",2019-02-01,"Saskatoon","SK",109.7,"Pre-COVID"
"975",2019-03-01,"Saskatoon","SK",113.9,"Pre-COVID"
"976",2019-04-01,"Saskatoon","SK",120,"Pre-COVID"
"977",2019-05-01,"Saskatoon","SK",116.8,"Pre-COVID"
"978",2019-06-01,"Saskatoon","SK",104.6,"Pre-COVID"
"979",2019-07-01,"Saskatoon","SK",116.8,"Pre-COVID"
"980",2019-08-01,"Saskatoon","SK",110.8,"Pre-COVID"
"981",2019-09-01,"Saskatoon","SK",103.6,"Pre-COVID"
"982",2019-10-01,"Saskatoon","SK",117.3,"Pre-COVID"
"983",2019-11-01,"Saskatoon","SK",120.5,"Pre-COVID"
"984",2019-12-01,"Saskatoon","SK",120.7,"Pre-COVID"
"985",2020-01-01,"Saskatoon","SK",115.8,"Pre-COVID"
"986",2020-02-01,"Saskatoon","SK",109.4,"Pre-COVID"
"987",2020-03-01,"Saskatoon","SK",101.8,"COVID"
"988",2020-04-01,"Saskatoon","SK",80.7,"COVID"
"989",2020-05-01,"Saskatoon","SK",73.7,"COVID"
"990",2020-06-01,"Saskatoon","SK",79.5,"COVID"
"991",2020-07-01,"Saskatoon","SK",83.6,"COVID"
"992",2020-08-01,"Saskatoon","SK",86.8,"COVID"
"993",2020-09-01,"Saskatoon","SK",87.3,"COVID"
"994",2020-10-01,"Saskatoon","SK",87.5,"COVID"
"995",2020-11-01,"Saskatoon","SK",85.6,"COVID"
"996",2020-12-01,"Saskatoon","SK",94.3,"COVID"
"997",2021-01-01,"Saskatoon","SK",96.8,"COVID"
"998",2021-02-01,"Saskatoon","SK",105.1,"COVID"
"999",2021-03-01,"Saskatoon","SK",115.5,"COVID"
"1000",2021-04-01,"Saskatoon","SK",105.7,"COVID"
"1001",2021-05-01,"Saskatoon","SK",102.8,"COVID"
"1002",2021-06-01,"Saskatoon","SK",109.2,"COVID"
"1003",2021-07-01,"Saskatoon","SK",110.4,"COVID"
"1004",2021-08-01,"Saskatoon","SK",109.9,"COVID"
"1005",2021-09-01,"Saskatoon","SK",115.1,"COVID"
"1006",2021-10-01,"Saskatoon","SK",126.8,"COVID"
"1007",2021-11-01,"Saskatoon","SK",128.9,"COVID"
"1008",2021-12-01,"Saskatoon","SK",123.7,"COVID"
"1009",2022-01-01,"Saskatoon","SK",131.8,"COVID"
"1010",2022-02-01,"Saskatoon","SK",142.2,"COVID"
"1011",2022-03-01,"Saskatoon","SK",168,"COVID"
"1012",2022-04-01,"Saskatoon","SK",160.2,"COVID"
"1013",2022-05-01,"Saskatoon","SK",187,"COVID"
"1014",2022-06-01,"Saskatoon","SK",199.8,"COVID"
"1015",2022-07-01,"Saskatoon","SK",184.3,"COVID"
"1016",2022-08-01,"Saskatoon","SK",153.5,"Post-COVID"
"1017",2022-09-01,"Saskatoon","SK",159.8,"Post-COVID"
"1018",2022-10-01,"Saskatoon","SK",202.2,"Post-COVID"
"1019",2022-11-01,"Saskatoon","SK",199.2,"Post-COVID"
"1020",2022-12-01,"Saskatoon","SK",176.8,"Post-COVID"
"1021",2023-01-01,"Saskatoon","SK",171.4,"Post-COVID"
"1022",2023-02-01,"Saskatoon","SK",160.9,"Post-COVID"
"1023",2023-03-01,"Saskatoon","SK",158.3,"Post-COVID"
"1024",2023-04-01,"Saskatoon","SK",160.2,"Post-COVID"
"1025",2023-05-01,"Saskatoon","SK",139.5,"Post-COVID"
"1026",2023-06-01,"Saskatoon","SK",151.6,"Post-COVID"
"1027",2023-07-01,"Saskatoon","SK",148.6,"Post-COVID"
"1028",2023-08-01,"Saskatoon","SK",164.3,"Post-COVID"
"1029",2023-09-01,"Saskatoon","SK",170,"Post-COVID"
"1030",2023-10-01,"Saskatoon","SK",167.1,"Post-COVID"
"1031",2023-11-01,"Saskatoon","SK",166.9,"Post-COVID"
"1032",2023-12-01,"Saskatoon","SK",161,"Post-COVID"
"1033",2024-01-01,"Saskatoon","SK",142.3,"Post-COVID"
"1034",2024-02-01,"Saskatoon","SK",152.3,"Post-COVID"
"1035",2024-03-01,"Saskatoon","SK",149.3,"Post-COVID"
"1036",2024-04-01,"Saskatoon","SK",151.8,"Post-COVID"
"1037",2024-05-01,"Saskatoon","SK",149.4,"Post-COVID"
"1038",2024-06-01,"Saskatoon","SK",151.1,"Post-COVID"
"1039",2024-07-01,"Saskatoon","SK",148,"Post-COVID"
"1040",2024-08-01,"Saskatoon","SK",152.1,"Post-COVID"
"1041",2024-09-01,"Saskatoon","SK",137,"Post-COVID"
"1042",2024-10-01,"Saskatoon","SK",159.1,"Post-COVID"
"1043",2024-11-01,"Saskatoon","SK",141.7,"Post-COVID"
"1044",2024-12-01,"Saskatoon","SK",136.6,"Post-COVID"
"1045",2017-10-01,"Vancouver","BC",114.2,"Pre-COVID"
"1046",2017-11-01,"Vancouver","BC",119.9,"Pre-COVID"
"1047",2017-12-01,"Vancouver","BC",118.3,"Pre-COVID"
"1048",2018-01-01,"Vancouver","BC",120.3,"Pre-COVID"
"1049",2018-02-01,"Vancouver","BC",120,"Pre-COVID"
"1050",2018-03-01,"Vancouver","BC",124.5,"Pre-COVID"
"1051",2018-04-01,"Vancouver","BC",132.3,"Pre-COVID"
"1052",2018-05-01,"Vancouver","BC",133.5,"Pre-COVID"
"1053",2018-06-01,"Vancouver","BC",136.7,"Pre-COVID"
"1054",2018-07-01,"Vancouver","BC",130.1,"Pre-COVID"
"1055",2018-08-01,"Vancouver","BC",128.7,"Pre-COVID"
"1056",2018-09-01,"Vancouver","BC",134.1,"Pre-COVID"
"1057",2018-10-01,"Vancouver","BC",136.6,"Pre-COVID"
"1058",2018-11-01,"Vancouver","BC",137.4,"Pre-COVID"
"1059",2018-12-01,"Vancouver","BC",125.2,"Pre-COVID"
"1060",2019-01-01,"Vancouver","BC",119.7,"Pre-COVID"
"1061",2019-02-01,"Vancouver","BC",123.3,"Pre-COVID"
"1062",2019-03-01,"Vancouver","BC",125.4,"Pre-COVID"
"1063",2019-04-01,"Vancouver","BC",127,"Pre-COVID"
"1064",2019-05-01,"Vancouver","BC",128.6,"Pre-COVID"
"1065",2019-06-01,"Vancouver","BC",118.7,"Pre-COVID"
"1066",2019-07-01,"Vancouver","BC",120.3,"Pre-COVID"
"1067",2019-08-01,"Vancouver","BC",118.2,"Pre-COVID"
"1068",2019-09-01,"Vancouver","BC",123.8,"Pre-COVID"
"1069",2019-10-01,"Vancouver","BC",127.3,"Pre-COVID"
"1070",2019-11-01,"Vancouver","BC",133.5,"Pre-COVID"
"1071",2019-12-01,"Vancouver","BC",122.8,"Pre-COVID"
"1072",2020-01-01,"Vancouver","BC",124.3,"Pre-COVID"
"1073",2020-02-01,"Vancouver","BC",115.5,"Pre-COVID"
"1074",2020-03-01,"Vancouver","BC",102.6,"COVID"
"1075",2020-04-01,"Vancouver","BC",95,"COVID"
"1076",2020-05-01,"Vancouver","BC",84.1,"COVID"
"1077",2020-06-01,"Vancouver","BC",93.1,"COVID"
"1078",2020-07-01,"Vancouver","BC",95.5,"COVID"
"1079",2020-08-01,"Vancouver","BC",97.1,"COVID"
"1080",2020-09-01,"Vancouver","BC",94.4,"COVID"
"1081",2020-10-01,"Vancouver","BC",96.3,"COVID"
"1082",2020-11-01,"Vancouver","BC",104.7,"COVID"
"1083",2020-12-01,"Vancouver","BC",102.3,"COVID"
"1084",2021-01-01,"Vancouver","BC",112.4,"COVID"
"1085",2021-02-01,"Vancouver","BC",114.6,"COVID"
"1086",2021-03-01,"Vancouver","BC",123.8,"COVID"
"1087",2021-04-01,"Vancouver","BC",123.5,"COVID"
"1088",2021-05-01,"Vancouver","BC",128.4,"COVID"
"1089",2021-06-01,"Vancouver","BC",133.1,"COVID"
"1090",2021-07-01,"Vancouver","BC",135.2,"COVID"
"1091",2021-08-01,"Vancouver","BC",136.5,"COVID"
"1092",2021-09-01,"Vancouver","BC",140.9,"COVID"
"1093",2021-10-01,"Vancouver","BC",148.6,"COVID"
"1094",2021-11-01,"Vancouver","BC",149.1,"COVID"
"1095",2021-12-01,"Vancouver","BC",146.6,"COVID"
"1096",2022-01-01,"Vancouver","BC",165,"COVID"
"1097",2022-02-01,"Vancouver","BC",167.9,"COVID"
"1098",2022-03-01,"Vancouver","BC",218.8,"COVID"
"1099",2022-04-01,"Vancouver","BC",190.4,"COVID"
"1100",2022-05-01,"Vancouver","BC",211.8,"COVID"
"1101",2022-06-01,"Vancouver","BC",235.5,"COVID"
"1102",2022-07-01,"Vancouver","BC",208.4,"COVID"
"1103",2022-08-01,"Vancouver","BC",175.1,"Post-COVID"
"1104",2022-09-01,"Vancouver","BC",192.6,"Post-COVID"
"1105",2022-10-01,"Vancouver","BC",229.8,"Post-COVID"
"1106",2022-11-01,"Vancouver","BC",217.1,"Post-COVID"
"1107",2022-12-01,"Vancouver","BC",164.8,"Post-COVID"
"1108",2023-01-01,"Vancouver","BC",181.8,"Post-COVID"
"1109",2023-02-01,"Vancouver","BC",182.2,"Post-COVID"
"1110",2023-03-01,"Vancouver","BC",174.7,"Post-COVID"
"1111",2023-04-01,"Vancouver","BC",173.4,"Post-COVID"
"1112",2023-05-01,"Vancouver","BC",166.3,"Post-COVID"
"1113",2023-06-01,"Vancouver","BC",168.9,"Post-COVID"
"1114",2023-07-01,"Vancouver","BC",170.7,"Post-COVID"
"1115",2023-08-01,"Vancouver","BC",199.3,"Post-COVID"
"1116",2023-09-01,"Vancouver","BC",212.2,"Post-COVID"
"1117",2023-10-01,"Vancouver","BC",193,"Post-COVID"
"1118",2023-11-01,"Vancouver","BC",185.6,"Post-COVID"
"1119",2023-12-01,"Vancouver","BC",181.3,"Post-COVID"
"1120",2024-01-01,"Vancouver","BC",165,"Post-COVID"
"1121",2024-02-01,"Vancouver","BC",169.2,"Post-COVID"
"1122",2024-03-01,"Vancouver","BC",166.5,"Post-COVID"
"1123",2024-04-01,"Vancouver","BC",178.2,"Post-COVID"
"1124",2024-05-01,"Vancouver","BC",168.2,"Post-COVID"
"1125",2024-06-01,"Vancouver","BC",164.6,"Post-COVID"
"1126",2024-07-01,"Vancouver","BC",173.7,"Post-COVID"
"1127",2024-08-01,"Vancouver","BC",164.7,"Post-COVID"
"1128",2024-09-01,"Vancouver","BC",165.8,"Post-COVID"
"1129",2024-10-01,"Vancouver","BC",175.1,"Post-COVID"
"1130",2024-11-01,"Vancouver","BC",181.1,"Post-COVID"
"1131",2024-12-01,"Vancouver","BC",163.9,"Post-COVID"
"1132",2017-10-01,"Victoria","BC",122,"Pre-COVID"
"1133",2017-11-01,"Victoria","BC",127,"Pre-COVID"
"1134",2017-12-01,"Victoria","BC",131.6,"Pre-COVID"
"1135",2018-01-01,"Victoria","BC",131.2,"Pre-COVID"
"1136",2018-02-01,"Victoria","BC",128,"Pre-COVID"
