"","REF_DATE","City","Province","VALUE","covid"
"436",2017-10-01,"Montréal","QC",112.1,"Pre-COVID"
"437",2017-11-01,"Montréal","QC",121.2,"Pre-COVID"
"438",2017-12-01,"Montréal","QC",123.3,"Pre-COVID"
"439",2018-01-01,"Montréal","QC",127.7,"Pre-COVID"
"440",2018-02-01,"Montréal","QC",127.3,"Pre-COVID"
"441",2018-03-01,"Montréal","QC",127.3,"Pre-COVID"
"442",2018-04-01,"Montréal","QC",129.5,"Pre-COVID"
"443",2018-05-01,"Montréal","QC",134.7,"Pre-COVID"
"444",2018-06-01,"Montréal","QC",134.9,"Pre-COVID"
"445",2018-07-01,"Montréal","QC",132.5,"Pre-COVID"
"446",2018-08-01,"Montréal","QC",129.9,"Pre-COVID"
"447",2018-09-01,"Montréal","QC",133.5,"Pre-COVID"
"448",2018-10-01,"Montréal","QC",136.8,"Pre-COVID"
"449",2018-11-01,"Montréal","QC",136.4,"Pre-COVID"
"450",2018-12-01,"Montréal","QC",130.3,"Pre-COVID"
"451",2019-01-01,"Montréal","QC",126.9,"Pre-COVID"
"452",2019-02-01,"Montréal","QC",126.3,"Pre-COVID"
"453",2019-03-01,"Montréal","QC",128.7,"Pre-COVID"
"454",2019-04-01,"Montréal","QC",128.7,"Pre-COVID"
"455",2019-05-01,"Montréal","QC",130.1,"Pre-COVID"
"456",2019-06-01,"Montréal","QC",126.6,"Pre-COVID"
"457",2019-07-01,"Montréal","QC",126.5,"Pre-COVID"
"458",2019-08-01,"Montréal","QC",125.8,"Pre-COVID"
"459",2019-09-01,"Montréal","QC",125.6,"Pre-COVID"
"460",2019-10-01,"Montréal","QC",127.4,"Pre-COVID"
"461",2019-11-01,"Montréal","QC",130.6,"Pre-COVID"
"462",2019-12-01,"Montréal","QC",132.4,"Pre-COVID"
"463",2020-01-01,"Montréal","QC",131.8,"Pre-COVID"
"464",2020-02-01,"Montréal","QC",125.4,"Pre-COVID"
"465",2020-03-01,"Montréal","QC",114.2,"COVID"
"466",2020-04-01,"Montréal","QC",104.2,"COVID"
"467",2020-05-01,"Montréal","QC",97.3,"COVID"
"468",2020-06-01,"Montréal","QC",99.4,"COVID"
"469",2020-07-01,"Montréal","QC",103.9,"COVID"
"470",2020-08-01,"Montréal","QC",104.7,"COVID"
"471",2020-09-01,"Montréal","QC",102.3,"COVID"
"472",2020-10-01,"Montréal","QC",101,"COVID"
"473",2020-11-01,"Montréal","QC",102.5,"COVID"
"474",2020-12-01,"Montréal","QC",107,"COVID"
"475",2021-01-01,"Montréal","QC",110.7,"COVID"
"476",2021-02-01,"Montréal","QC",114.8,"COVID"
"477",2021-03-01,"Montréal","QC",119.7,"COVID"
"478",2021-04-01,"Montréal","QC",119.1,"COVID"
"479",2021-05-01,"Montréal","QC",120.4,"COVID"
"480",2021-06-01,"Montréal","QC",123.1,"COVID"
"481",2021-07-01,"Montréal","QC",126.3,"COVID"
"482",2021-08-01,"Montréal","QC",127.1,"COVID"
"483",2021-09-01,"Montréal","QC",131.7,"COVID"
"484",2021-10-01,"Montréal","QC",143.2,"COVID"
"485",2021-11-01,"Montréal","QC",146.6,"COVID"
"486",2021-12-01,"Montréal","QC",146.1,"COVID"
"487",2022-01-01,"Montréal","QC",152.3,"COVID"
"488",2022-02-01,"Montréal","QC",164.9,"COVID"
"489",2022-03-01,"Montréal","QC",198.5,"COVID"
"490",2022-04-01,"Montréal","QC",208.2,"COVID"
"491",2022-05-01,"Montréal","QC",246.1,"COVID"
"492",2022-06-01,"Montréal","QC",233.1,"COVID"
"493",2022-07-01,"Montréal","QC",214.8,"COVID"
"494",2022-08-01,"Montréal","QC",200.3,"Post-COVID"
"495",2022-09-01,"Montréal","QC",199,"Post-COVID"
"496",2022-10-01,"Montréal","QC",231.9,"Post-COVID"
"497",2022-11-01,"Montréal","QC",241.6,"Post-COVID"
"498",2022-12-01,"Montréal","QC",228.3,"Post-COVID"
"499",2023-01-01,"Montréal","QC",226.8,"Post-COVID"
"500",2023-02-01,"Montréal","QC",198.5,"Post-COVID"
"501",2023-03-01,"Montréal","QC",188.3,"Post-COVID"
"502",2023-04-01,"Montréal","QC",173.1,"Post-COVID"
"503",2023-05-01,"Montréal","QC",159,"Post-COVID"
"504",2023-06-01,"Montréal","QC",159.6,"Post-COVID"
"505",2023-07-01,"Montréal","QC",171.2,"Post-COVID"
"506",2023-08-01,"Montréal","QC",192.5,"Post-COVID"
"507",2023-09-01,"Montréal","QC",204,"Post-COVID"
"508",2023-10-01,"Montréal","QC",201.6,"Post-COVID"
"509",2023-11-01,"Montréal","QC",198.3,"Post-COVID"
"510",2023-12-01,"Montréal","QC",189.9,"Post-COVID"
"511",2024-01-01,"Montréal","QC",184.7,"Post-COVID"
"512",2024-02-01,"Montréal","QC",188.7,"Post-COVID"
"513",2024-03-01,"Montréal","QC",186.5,"Post-COVID"
"514",2024-04-01,"Montréal","QC",185.1,"Post-COVID"
"515",2024-05-01,"Montréal","QC",178.6,"Post-COVID"
"516",2024-06-01,"Montréal","QC",178.1,"Post-COVID"
"517",2024-07-01,"Montréal","QC",178.8,"Post-COVID"
"518",2024-08-01,"Montréal","QC",173.5,"Post-COVID"
"519",2024-09-01,"Montréal","QC",167.6,"Post-COVID"
"520",2024-10-01,"Montréal","QC",170.4,"Post-COVID"
"521",2024-11-01,"Montréal","QC",175.5,"Post-COVID"
"522",2024-12-01,"Montréal","QC",176.6,"Post-COVID"
"523",2017-10-01,"Ottawa-Gatineau","ON",107.5,"Pre-COVID"
"524",2017-11-01,"Ottawa-Gatineau","ON",116.6,"Pre-COVID"
"525",2017-12-01,"Ottawa-Gatineau","ON",121,"Pre-COVID"
"526",2018-01-01,"Ottawa-Gatineau","ON",124.5,"Pre-COVID"
"527",2018-02-01,"Ottawa-Gatineau","ON",123.9,"Pre-COVID"
"528",2018-03-01,"Ottawa-Gatineau","ON",122.6,"Pre-COVID"
"529",2018-04-01,"Ottawa-Gatineau","ON",123.6,"Pre-COVID"
"530",2018-05-01,"Ottawa-Gatineau","ON",128.6,"Pre-COVID"
"531",2018-06-01,"Ottawa-Gatineau","ON",130.5,"Pre-COVID"
"532",2018-07-01,"Ottawa-Gatineau","ON",129.9,"Pre-COVID"
"533",2018-08-01,"Ottawa-Gatineau","ON",128.9,"Pre-COVID"
"534",2018-09-01,"Ottawa-Gatineau","ON",127.4,"Pre-COVID"
"535",2018-10-01,"Ottawa-Gatineau","ON",129,"Pre-COVID"
"536",2018-11-01,"Ottawa-Gatineau","ON",127.5,"Pre-COVID"
"537",2018-12-01,"Ottawa-Gatineau","ON",119.3,"Pre-COVID"
"538",2019-01-01,"Ottawa-Gatineau","ON",114.4,"Pre-COVID"
"539",2019-02-01,"Ottawa-Gatineau","ON",112.4,"Pre-COVID"
"540",2019-03-01,"Ottawa-Gatineau","ON",118.2,"Pre-COVID"
"541",2019-04-01,"Ottawa-Gatineau","ON",123.5,"Pre-COVID"
"542",2019-05-01,"Ottawa-Gatineau","ON",123.6,"Pre-COVID"
"543",2019-06-01,"Ottawa-Gatineau","ON",119.2,"Pre-COVID"
"544",2019-07-01,"Ottawa-Gatineau","ON",116.8,"Pre-COVID"
"545",2019-08-01,"Ottawa-Gatineau","ON",115.9,"Pre-COVID"
"546",2019-09-01,"Ottawa-Gatineau","ON",119.1,"Pre-COVID"
"547",2019-10-01,"Ottawa-Gatineau","ON",122.7,"Pre-COVID"
"548",2019-11-01,"Ottawa-Gatineau","ON",126.2,"Pre-COVID"
"549",2019-12-01,"Ottawa-Gatineau","ON",127,"Pre-COVID"
"550",2020-01-01,"Ottawa-Gatineau","ON",125.7,"Pre-COVID"
"551",2020-02-01,"Ottawa-Gatineau","ON",117.2,"Pre-COVID"
"552",2020-03-01,"Ottawa-Gatineau","ON",105.1,"COVID"
"553",2020-04-01,"Ottawa-Gatineau","ON",96.3,"COVID"
"554",2020-05-01,"Ottawa-Gatineau","ON",85,"COVID"
"555",2020-06-01,"Ottawa-Gatineau","ON",91.4,"COVID"
"556",2020-07-01,"Ottawa-Gatineau","ON",97.6,"COVID"
"557",2020-08-01,"Ottawa-Gatineau","ON",99.4,"COVID"
"558",2020-09-01,"Ottawa-Gatineau","ON",96.7,"COVID"
"559",2020-10-01,"Ottawa-Gatineau","ON",97.2,"COVID"
"560",2020-11-01,"Ottawa-Gatineau","ON",99.6,"COVID"
"561",2020-12-01,"Ottawa-Gatineau","ON",104.2,"COVID"
"562",2021-01-01,"Ottawa-Gatineau","ON",111.5,"COVID"
"563",2021-02-01,"Ottawa-Gatineau","ON",113.8,"COVID"
"564",2021-03-01,"Ottawa-Gatineau","ON",116.4,"COVID"
"565",2021-04-01,"Ottawa-Gatineau","ON",118.5,"COVID"
"566",2021-05-01,"Ottawa-Gatineau","ON",121,"COVID"
"567",2021-06-01,"Ottawa-Gatineau","ON",123.8,"COVID"
"568",2021-07-01,"Ottawa-Gatineau","ON",127.2,"COVID"
"569",2021-08-01,"Ottawa-Gatineau","ON",126.8,"COVID"
"570",2021-09-01,"Ottawa-Gatineau","ON",130.2,"COVID"
"571",2021-10-01,"Ottawa-Gatineau","ON",140.6,"COVID"
"572",2021-11-01,"Ottawa-Gatineau","ON",143,"COVID"
"573",2021-12-01,"Ottawa-Gatineau","ON",140.6,"COVID"
"574",2022-01-01,"Ottawa-Gatineau","ON",147.7,"COVID"
"575",2022-02-01,"Ottawa-Gatineau","ON",158.8,"COVID"
"576",2022-03-01,"Ottawa-Gatineau","ON",190.8,"COVID"
"577",2022-04-01,"Ottawa-Gatineau","ON",199.1,"COVID"
"578",2022-05-01,"Ottawa-Gatineau","ON",228.3,"COVID"
"579",2022-06-01,"Ottawa-Gatineau","ON",228.1,"COVID"
"580",2022-07-01,"Ottawa-Gatineau","ON",199.3,"COVID"
"581",2022-08-01,"Ottawa-Gatineau","ON",186.9,"Post-COVID"
"582",2022-09-01,"Ottawa-Gatineau","ON",188.7,"Post-COVID"
"583",2022-10-01,"Ottawa-Gatineau","ON",220.8,"Post-COVID"
"584",2022-11-01,"Ottawa-Gatineau","ON",225.2,"Post-COVID"
"585",2022-12-01,"Ottawa-Gatineau","ON",214.2,"Post-COVID"
"586",2023-01-01,"Ottawa-Gatineau","ON",201.1,"Post-COVID"
"587",2023-02-01,"Ottawa-Gatineau","ON",172.9,"Post-COVID"
"588",2023-03-01,"Ottawa-Gatineau","ON",169.2,"Post-COVID"
"589",2023-04-01,"Ottawa-Gatineau","ON",163.5,"Post-COVID"
"590",2023-05-01,"Ottawa-Gatineau","ON",150.4,"Post-COVID"
"591",2023-06-01,"Ottawa-Gatineau","ON",148.4,"Post-COVID"
"592",2023-07-01,"Ottawa-Gatineau","ON",156.3,"Post-COVID"
"593",2023-08-01,"Ottawa-Gatineau","ON",178.7,"Post-COVID"
"594",2023-09-01,"Ottawa-Gatineau","ON",186.9,"Post-COVID"
"595",2023-10-01,"Ottawa-Gatineau","ON",180.9,"Post-COVID"
"596",2023-11-01,"Ottawa-Gatineau","ON",185.3,"Post-COVID"
"597",2023-12-01,"Ottawa-Gatineau","ON",170.5,"Post-COVID"
"598",2024-01-01,"Ottawa-Gatineau","ON",161.8,"Post-COVID"
"599",2024-02-01,"Ottawa-Gatineau","ON",169.1,"Post-COVID"
"600",2024-03-01,"Ottawa-Gatineau","ON",165.8,"Post-COVID"
"601",2024-04-01,"Ottawa-Gatineau","ON",170.6,"Post-COVID"
"602",2024-05-01,"Ottawa-Gatineau","ON",163.7,"Post-COVID"
"603",2024-06-01,"Ottawa-Gatineau","ON",162.7,"Post-COVID"
"604",2024-07-01,"Ottawa-Gatineau","ON",165.5,"Post-COVID"
"605",2024-08-01,"Ottawa-Gatineau","ON",158.3,"Post-COVID"
"606",2024-09-01,"Ottawa-Gatineau","ON",152.1,"Post-COVID"
"607",2024-10-01,"Ottawa-Gatineau","ON",156.2,"Post-COVID"
"608",2024-11-01,"Ottawa-Gatineau","ON",163.1,"Post-COVID"
"609",2024-12-01,"Ottawa-Gatineau","ON",165,"Post-COVID"
"610",2017-10-01,"Toronto","ON",107.2,"Pre-COVID"
"611",2017-11-01,"Toronto","ON",115.8,"Pre-COVID"
"612",2017-12-01,"Toronto","ON",119.6,"Pre-COVID"
"613",2018-01-01,"Toronto","ON",123.2,"Pre-COVID"
"614",2018-02-01,"Toronto","ON",123.4,"Pre-COVID"
"615",2018-03-01,"Toronto","ON",122.2,"Pre-COVID"
"616",2018-04-01,"Toronto","ON",123.4,"Pre-COVID"
"617",2018-05-01,"Toronto","ON",128.2,"Pre-COVID"
"618",2018-06-01,"Toronto","ON",129.9,"Pre-COVID"
"619",2018-07-01,"Toronto","ON",129.3,"Pre-COVID"
"620",2018-08-01,"Toronto","ON",127.5,"Pre-COVID"
"621",2018-09-01,"Toronto","ON",126.5,"Pre-COVID"
"622",2018-10-01,"Toronto","ON",128,"Pre-COVID"
"623",2018-11-01,"Toronto","ON",125.5,"Pre-COVID"
"624",2018-12-01,"Toronto","ON",116.4,"Pre-COVID"
"625",2019-01-01,"Toronto","ON",110.9,"Pre-COVID"
"626",2019-02-01,"Toronto","ON",108.9,"Pre-COVID"
"627",2019-03-01,"Toronto","ON",116,"Pre-COVID"
"628",2019-04-01,"Toronto","ON",121.5,"Pre-COVID"
"629",2019-05-01,"Toronto","ON",122.4,"Pre-COVID"
"630",2019-06-01,"Toronto","ON",116.6,"Pre-COVID"
"631",2019-07-01,"Toronto","ON",114.4,"Pre-COVID"
"632",2019-08-01,"Toronto","ON",114.1,"Pre-COVID"
"633",2019-09-01,"Toronto","ON",117.3,"Pre-COVID"
"634",2019-10-01,"Toronto","ON",120.3,"Pre-COVID"
"635",2019-11-01,"Toronto","ON",123.6,"Pre-COVID"
"636",2019-12-01,"Toronto","ON",125.9,"Pre-COVID"
"637",2020-01-01,"Toronto","ON",124.9,"Pre-COVID"
"638",2020-02-01,"Toronto","ON",115.9,"Pre-COVID"
"639",2020-03-01,"Toronto","ON",103.4,"COVID"
"640",2020-04-01,"Toronto","ON",93.2,"COVID"
"641",2020-05-01,"Toronto","ON",83.6,"COVID"
"642",2020-06-01,"Toronto","ON",91.2,"COVID"
"643",2020-07-01,"Toronto","ON",97.9,"COVID"
"644",2020-08-01,"Toronto","ON",98.2,"COVID"
"645",2020-09-01,"Toronto","ON",95.1,"COVID"
"646",2020-10-01,"Toronto","ON",95.2,"COVID"
"647",2020-11-01,"Toronto","ON",98.3,"COVID"
"648",2020-12-01,"Toronto","ON",104.4,"COVID"
"649",2021-01-01,"Toronto","ON",109.1,"COVID"
"650",2021-02-01,"Toronto","ON",114.2,"COVID"
"651",2021-03-01,"Toronto","ON",118.4,"COVID"
"652",2021-04-01,"Toronto","ON",120.1,"COVID"
"653",2021-05-01,"Toronto","ON",122.5,"COVID"
"654",2021-06-01,"Toronto","ON",125.6,"COVID"
"655",2021-07-01,"Toronto","ON",127.3,"COVID"
"656",2021-08-01,"Toronto","ON",127.3,"COVID"
"657",2021-09-01,"Toronto","ON",130.6,"COVID"
"658",2021-10-01,"Toronto","ON",141.3,"COVID"
"659",2021-11-01,"Toronto","ON",142.8,"COVID"
"660",2021-12-01,"Toronto","ON",140.8,"COVID"
"661",2022-01-01,"Toronto","ON",149.4,"COVID"
"662",2022-02-01,"Toronto","ON",159.7,"COVID"
"663",2022-03-01,"Toronto","ON",190.1,"COVID"
"664",2022-04-01,"Toronto","ON",198,"COVID"
"665",2022-05-01,"Toronto","ON",225.9,"COVID"
"666",2022-06-01,"Toronto","ON",220.3,"COVID"
"667",2022-07-01,"Toronto","ON",193.1,"COVID"
"668",2022-08-01,"Toronto","ON",182.1,"Post-COVID"
"669",2022-09-01,"Toronto","ON",184.2,"Post-COVID"
"670",2022-10-01,"Toronto","ON",216.4,"Post-COVID"
"671",2022-11-01,"Toronto","ON",217.3,"Post-COVID"
"672",2022-12-01,"Toronto","ON",207.7,"Post-COVID"
"673",2023-01-01,"Toronto","ON",194.5,"Post-COVID"
"674",2023-02-01,"Toronto","ON",167.1,"Post-COVID"
"675",2023-03-01,"Toronto","ON",162.9,"Post-COVID"
"676",2023-04-01,"Toronto","ON",158.2,"Post-COVID"
"677",2023-05-01,"Toronto","ON",148.3,"Post-COVID"
"678",2023-06-01,"Toronto","ON",146.9,"Post-COVID"
"679",2023-07-01,"Toronto","ON",154.8,"Post-COVID"
"680",2023-08-01,"Toronto","ON",176.6,"Post-COVID"
"681",2023-09-01,"Toronto","ON",183.3,"Post-COVID"
"682",2023-10-01,"Toronto","ON",176.6,"Post-COVID"
"683",2023-11-01,"Toronto","ON",179.9,"Post-COVID"
"684",2023-12-01,"Toronto","ON",166,"Post-COVID"
"685",2024-01-01,"Toronto","ON",157.9,"Post-COVID"
"686",2024-02-01,"Toronto","ON",162.7,"Post-COVID"
"687",2024-03-01,"Toronto","ON",159.6,"Post-COVID"
"688",2024-04-01,"Toronto","ON",164.5,"Post-COVID"
"689",2024-05-01,"Toronto","ON",158.9,"Post-COVID"
"690",2024-06-01,"Toronto","ON",158.2,"Post-COVID"
"691",2024-07-01,"Toronto","ON",160.2,"Post-COVID"
"692",2024-08-01,"Toronto","ON",153.6,"Post-COVID"
"693",2024-09-01,"Toronto","ON",147.3,"Post-COVID"
"694",2024-10-01,"Toronto","ON",151.6,"Post-COVID"
"695",2024-11-01,"Toronto","ON",158.2,"Post-COVID"
"696",2024-12-01,"Toronto","ON",159.7,"Post-COVID"
"697",2017-10-01,"Winnipeg","MB",105.3,"Pre-COVID"
"698",2017-11-01,"Winnipeg","MB",115.7,"Pre-COVID"
"699",2017-12-01,"Winnipeg","MB",117.3,"Pre-COVID"
"700",2018-01-01,"Winnipeg","MB",119.6,"Pre-COVID"
"701",2018-02-01,"Winnipeg","MB",120.4,"Pre-COVID"
"702",2018-03-01,"Winnipeg","MB",119.9,"Pre-COVID"
"703",2018-04-01,"Winnipeg","MB",119.6,"Pre-COVID"
"704",2018-05-01,"Winnipeg","MB",121.1,"Pre-COVID"
"705",2018-06-01,"Winnipeg","MB",122,"Pre-COVID"
"706",2018-07-01,"Winnipeg","MB",121.2,"Pre-COVID"
"707",2018-08-01,"Winnipeg","MB",120.6,"Pre-COVID"
"708",2018-09-01,"Winnipeg","MB",120.9,"Pre-COVID"
"709",2018-10-01,"Winnipeg","MB",123.3,"Pre-COVID"
"710",2018-11-01,"Winnipeg","MB",125,"Pre-COVID"
"711",2018-12-01,"Winnipeg","MB",121.1,"Pre-COVID"
"712",2019-01-01,"Winnipeg","MB",111.6,"Pre-COVID"
"713",2019-02-01,"Winnipeg","MB",112.6,"Pre-COVID"
"714",2019-03-01,"Winnipeg","MB",117.1,"Pre-COVID"
"715",2019-04-01,"Winnipeg","MB",124.9,"Pre-COVID"
"716",2019-05-01,"Winnipeg","MB",125.9,"Pre-COVID"
"717",2019-06-01,"Winnipeg","MB",122,"Pre-COVID"
"718",2019-07-01,"Winnipeg","MB",118.8,"Pre-COVID"
"719",2019-08-01,"Winnipeg","MB",116.6,"Pre-COVID"
"720",2019-09-01,"Winnipeg","MB",115.9,"Pre-COVID"
"721",2019-10-01,"Winnipeg","MB",121.3,"Pre-COVID"
"722",2019-11-01,"Winnipeg","MB",125.8,"Pre-COVID"
"723",2019-12-01,"Winnipeg","MB",127.1,"Pre-COVID"
"724",2020-01-01,"Winnipeg","MB",126.7,"Pre-COVID"
"725",2020-02-01,"Winnipeg","MB",124.1,"Pre-COVID"
"726",2020-03-01,"Winnipeg","MB",112.2,"COVID"
"727",2020-04-01,"Winnipeg","MB",100.2,"COVID"
"728",2020-05-01,"Winnipeg","MB",94.2,"COVID"
"729",2020-06-01,"Winnipeg","MB",93.8,"COVID"
"730",2020-07-01,"Winnipeg","MB",98,"COVID"
"731",2020-08-01,"Winnipeg","MB",98.1,"COVID"
"732",2020-09-01,"Winnipeg","MB",97.9,"COVID"
"733",2020-10-01,"Winnipeg","MB",99.2,"COVID"
"734",2020-11-01,"Winnipeg","MB",101,"COVID"
"735",2020-12-01,"Winnipeg","MB",104.1,"COVID"
"736",2021-01-01,"Winnipeg","MB",107.5,"COVID"
"737",2021-02-01,"Winnipeg","MB",112.4,"COVID"
"738",2021-03-01,"Winnipeg","MB",120.3,"COVID"
"739",2021-04-01,"Winnipeg","MB",124.3,"COVID"
"740",2021-05-01,"Winnipeg","MB",127.6,"COVID"
"741",2021-06-01,"Winnipeg","MB",128.8,"COVID"
"742",2021-07-01,"Winnipeg","MB",128.5,"COVID"
"743",2021-08-01,"Winnipeg","MB",128.8,"COVID"
"744",2021-09-01,"Winnipeg","MB",129.2,"COVID"
"745",2021-10-01,"Winnipeg","MB",137.3,"COVID"
"746",2021-11-01,"Winnipeg","MB",139.3,"COVID"
"747",2021-12-01,"Winnipeg","MB",139,"COVID"
"748",2022-01-01,"Winnipeg","MB",143.4,"COVID"
"749",2022-02-01,"Winnipeg","MB",154.2,"COVID"
"750",2022-03-01,"Winnipeg","MB",185.7,"COVID"
"751",2022-04-01,"Winnipeg","MB",191.9,"COVID"
"752",2022-05-01,"Winnipeg","MB",205,"COVID"
"753",2022-06-01,"Winnipeg","MB",214.7,"COVID"
"754",2022-07-01,"Winnipeg","MB",208,"COVID"
"755",2022-08-01,"Winnipeg","MB",190,"Post-COVID"
"756",2022-09-01,"Winnipeg","MB",194.3,"Post-COVID"
"757",2022-10-01,"Winnipeg","MB",204.9,"Post-COVID"
"758",2022-11-01,"Winnipeg","MB",211,"Post-COVID"
"759",2022-12-01,"Winnipeg","MB",202.2,"Post-COVID"
"760",2023-01-01,"Winnipeg","MB",192.8,"Post-COVID"
"761",2023-02-01,"Winnipeg","MB",178.2,"Post-COVID"
"762",2023-03-01,"Winnipeg","MB",166.7,"Post-COVID"
"763",2023-04-01,"Winnipeg","MB",165.2,"Post-COVID"
"764",2023-05-01,"Winnipeg","MB",162,"Post-COVID"
"765",2023-06-01,"Winnipeg","MB",157.7,"Post-COVID"
"766",2023-07-01,"Winnipeg","MB",156,"Post-COVID"
"767",2023-08-01,"Winnipeg","MB",173.8,"Post-COVID"
"768",2023-09-01,"Winnipeg","MB",180.2,"Post-COVID"
"769",2023-10-01,"Winnipeg","MB",182.1,"Post-COVID"
"770",2023-11-01,"Winnipeg","MB",185.2,"Post-COVID"
"771",2023-12-01,"Winnipeg","MB",176.2,"Post-COVID"
"772",2024-01-01,"Winnipeg","MB",153.8,"Post-COVID"
"773",2024-02-01,"Winnipeg","MB",157.7,"Post-COVID"
"774",2024-03-01,"Winnipeg","MB",157.8,"Post-COVID"
"775",2024-04-01,"Winnipeg","MB",162.6,"Post-COVID"
"776",2024-05-01,"Winnipeg","MB",157.4,"Post-COVID"
"777",2024-06-01,"Winnipeg","MB",156.4,"Post-COVID"
"778",2024-07-01,"Winnipeg","MB",161.6,"Post-COVID"
"779",2024-08-01,"Winnipeg","MB",161.1,"Post-COVID"
"780",2024-09-01,"Winnipeg","MB",154.7,"Post-COVID"
"781",2024-10-01,"Winnipeg","MB",154.8,"Post-COVID"
"782",2024-11-01,"Winnipeg","MB",154.5,"Post-COVID"
"783",2024-12-01,"Winnipeg","MB",154.3,"Post-COVID"
"784",2017-10-01,"Regina","SK",104.7,"Pre-COVID"
"785",2017-11-01,"Regina","SK",114.8,"Pre-COVID"
"786",2017-12-01,"Regina","SK",114.4,"Pre-COVID"
"787",2018-01-01,"Regina","SK",117.3,"Pre-COVID"
"788",2018-02-01,"Regina","SK",118,"Pre-COVID"
"789",2018-03-01,"Regina","SK",116.4,"Pre-COVID"
"790",2018-04-01,"Regina","SK",115.1,"Pre-COVID"
"791",2018-05-01,"Regina","SK",118.6,"Pre-COVID"
"792",2018-06-01,"Regina","SK",121.9,"Pre-COVID"
"793",2018-07-01,"Regina","SK",120.8,"Pre-COVID"
"794",2018-08-01,"Regina","SK",119.9,"Pre-COVID"
"795",2018-09-01,"Regina","SK",120.8,"Pre-COVID"
"796",2018-10-01,"Regina","SK",123.8,"Pre-COVID"
"797",2018-11-01,"Regina","SK",125,"Pre-COVID"
"798",2018-12-01,"Regina","SK",116.8,"Pre-COVID"
"799",2019-01-01,"Regina","SK",104.7,"Pre-COVID"
"800",2019-02-01,"Regina","SK",111.1,"Pre-COVID"
"801",2019-03-01,"Regina","SK",115.9,"Pre-COVID"
"802",2019-04-01,"Regina","SK",123.9,"Pre-COVID"
"803",2019-05-01,"Regina","SK",124.8,"Pre-COVID"
"804",2019-06-01,"Regina","SK",118.2,"Pre-COVID"
"805",2019-07-01,"Regina","SK",113.4,"Pre-COVID"
"806",2019-08-01,"Regina","SK",112.5,"Pre-COVID"
"807",2019-09-01,"Regina","SK",113.1,"Pre-COVID"
"808",2019-10-01,"Regina","SK",121.4,"Pre-COVID"
"809",2019-11-01,"Regina","SK",125.5,"Pre-COVID"
"810",2019-12-01,"Regina","SK",128,"Pre-COVID"
"811",2020-01-01,"Regina","SK",126.4,"Pre-COVID"
"812",2020-02-01,"Regina","SK",119.2,"Pre-COVID"
"813",2020-03-01,"Regina","SK",103.9,"COVID"
"814",2020-04-01,"Regina","SK",91.4,"COVID"
"815",2020-05-01,"Regina","SK",87.4,"COVID"
"816",2020-06-01,"Regina","SK",89.4,"COVID"
"817",2020-07-01,"Regina","SK",94,"COVID"
"818",2020-08-01,"Regina","SK",94.8,"COVID"
"819",2020-09-01,"Regina","SK",94.1,"COVID"
"820",2020-10-01,"Regina","SK",96.2,"COVID"
"821",2020-11-01,"Regina","SK",99.8,"COVID"
"822",2020-12-01,"Regina","SK",104,"COVID"
"823",2021-01-01,"Regina","SK",107.7,"COVID"
"824",2021-02-01,"Regina","SK",111.9,"COVID"
"825",2021-03-01,"Regina","SK",119.5,"COVID"
"826",2021-04-01,"Regina","SK",122.5,"COVID"
"827",2021-05-01,"Regina","SK",125.4,"COVID"
"828",2021-06-01,"Regina","SK",125.2,"COVID"
"829",2021-07-01,"Regina","SK",125.1,"COVID"
"830",2021-08-01,"Regina","SK",125.1,"COVID"
"831",2021-09-01,"Regina","SK",125.3,"COVID"
"832",2021-10-01,"Regina","SK",139.7,"COVID"
"833",2021-11-01,"Regina","SK",138.7,"COVID"
"834",2021-12-01,"Regina","SK",138,"COVID"
"835",2022-01-01,"Regina","SK",141.2,"COVID"
"836",2022-02-01,"Regina","SK",150.1,"COVID"
"837",2022-03-01,"Regina","SK",179.1,"COVID"
"838",2022-04-01,"Regina","SK",185.4,"COVID"
"839",2022-05-01,"Regina","SK",201.2,"COVID"
"840",2022-06-01,"Regina","SK",211.8,"COVID"
"841",2022-07-01,"Regina","SK",197.1,"COVID"
"842",2022-08-01,"Regina","SK",184.5,"Post-COVID"
"843",2022-09-01,"Regina","SK",188.8,"Post-COVID"
"844",2022-10-01,"Regina","SK",199.3,"Post-COVID"
"845",2022-11-01,"Regina","SK",203.9,"Post-COVID"
"846",2022-12-01,"Regina","SK",192,"Post-COVID"
"847",2023-01-01,"Regina","SK",180.2,"Post-COVID"
"848",2023-02-01,"Regina","SK",167.5,"Post-COVID"
"849",2023-03-01,"Regina","SK",159.2,"Post-COVID"
"850",2023-04-01,"Regina","SK",160,"Post-COVID"
"851",2023-05-01,"Regina","SK",150.6,"Post-COVID"
"852",2023-06-01,"Regina","SK",147.3,"Post-COVID"
"853",2023-07-01,"Regina","SK",145.3,"Post-COVID"
"854",2023-08-01,"Regina","SK",170.6,"Post-COVID"
"855",2023-09-01,"Regina","SK",177.7,"Post-COVID"
"856",2023-10-01,"Regina","SK",179.7,"Post-COVID"
"857",2023-11-01,"Regina","SK",182.1,"Post-COVID"
"858",2023-12-01,"Regina","SK",165.2,"Post-COVID"
"859",2024-01-01,"Regina","SK",157.4,"Post-COVID"
"860",2024-02-01,"Regina","SK",164.9,"Post-COVID"
"861",2024-03-01,"Regina","SK",163.8,"Post-COVID"
